"gene_id","feature_id","sample_id","annotation_source","function_category","pathway","ko_id","count","abundance"
"gene_029","ASV036","M06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",110,0.01711796
"gene_029","ASV036","S01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",125,0.0168691
"gene_029","ASV036","S02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",107,0.01408636
"gene_029","ASV036","S03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",96,0.01281709
"gene_029","ASV036","S04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",61,0.00790975
"gene_029","ASV036","S05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",92,0.01216931
"gene_029","ASV036","S06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",105,0.01414332
"gene_030","ASV011","C01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",126,0.02296755
"gene_030","ASV011","C02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",86,0.01591414
"gene_030","ASV011","C03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",132,0.02439475
"gene_030","ASV011","C04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",112,0.02063375
"gene_030","ASV011","C05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",95,0.01778693
"gene_030","ASV011","C06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",119,0.02317881
"gene_030","ASV011","T01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",89,0.01649064
"gene_030","ASV011","T02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",48,0.00908403
"gene_030","ASV011","T03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",47,0.0088696
"gene_030","ASV011","T04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",67,0.01302995
"gene_030","ASV011","T05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",74,0.01360544
"gene_030","ASV011","T06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",54,0.00991736
"gene_030","ASV011","M01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",43,0.00666357
"gene_030","ASV011","M02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",49,0.00727435
"gene_030","ASV011","M03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",68,0.0102348
"gene_030","ASV011","M04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",44,0.00664051
"gene_030","ASV011","M05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",55,0.00832829
"gene_030","ASV011","M06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",57,0.00887021
"gene_030","ASV011","S01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",38,0.00512821
"gene_030","ASV011","S02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",45,0.00592417
"gene_030","ASV011","S03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",62,0.0082777
"gene_030","ASV011","S04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",60,0.00778008
"gene_030","ASV011","S05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",52,0.00687831
"gene_030","ASV011","S06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",77,0.01037177
"gene_031","ASV045","C01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",58,0.01057237
"gene_031","ASV045","C02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",34,0.00629164
"gene_031","ASV045","C03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",72,0.01330623
"gene_031","ASV045","C04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",68,0.01252763
"gene_031","ASV045","C05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",77,0.01441678
"gene_031","ASV045","C06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",85,0.01655629
"gene_031","ASV045","T01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",65,0.01204373
"gene_031","ASV045","T02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",71,0.01343679
"gene_031","ASV045","T03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",65,0.01226647
"gene_031","ASV045","T04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",87,0.01691949
"gene_031","ASV045","T05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",74,0.01360544
"gene_031","ASV045","T06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",70,0.01285583
"gene_031","ASV045","M01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",55,0.00852317
"gene_031","ASV045","M02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",66,0.0097981
"gene_031","ASV045","M03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",88,0.01324503
"gene_031","ASV045","M04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",79,0.01192273
"gene_031","ASV045","M05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",69,0.01044821
"gene_031","ASV045","M06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",60,0.00933707
"gene_031","ASV045","S01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",64,0.00863698
"gene_031","ASV045","S02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",50,0.00658241
"gene_031","ASV045","S03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",71,0.00947931
"gene_031","ASV045","S04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",55,0.00713174
"gene_031","ASV045","S05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",68,0.00899471
"gene_031","ASV045","S06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",47,0.00633082
"gene_032","ASV037","C01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",66,0.01203062
"gene_032","ASV037","C02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",89,0.01646928
"gene_032","ASV037","C03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",60,0.01108852
"gene_032","ASV037","C04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",77,0.0141857
"gene_032","ASV037","C05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",104,0.01947201
"gene_032","ASV037","C06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",74,0.01441371
"gene_032","ASV037","T01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",101,0.0187141
"gene_032","ASV037","T02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",102,0.01930356
"gene_032","ASV037","T03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",70,0.01321004
"gene_032","ASV037","T04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",113,0.02197588
"gene_032","ASV037","T05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",101,0.01856959
"gene_032","ASV037","T06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",79,0.01450872
"gene_032","ASV037","M01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",92,0.01425693
"gene_032","ASV037","M02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",65,0.00964964
"gene_032","ASV037","M03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",66,0.00993377
"gene_032","ASV037","M04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",85,0.01282825
"gene_032","ASV037","M05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",89,0.01347668
"gene_032","ASV037","M06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",67,0.01042639
"gene_032","ASV037","S01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",77,0.01039136
"gene_032","ASV037","S02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",99,0.01303318
"gene_032","ASV037","S03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",73,0.00974633
"gene_032","ASV037","S04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",77,0.00998444
"gene_032","ASV037","S05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",81,0.01071429
"gene_032","ASV037","S06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",104,0.01400862
"gene_033","ASV091","C01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",36,0.00656216
"gene_033","ASV091","C02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",37,0.00684678
"gene_033","ASV091","C03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",57,0.0105341
"gene_033","ASV091","C04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",35,0.00644805
"gene_033","ASV091","C05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",40,0.00748923
"gene_033","ASV091","C06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",28,0.00545384
"gene_033","ASV091","T01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",60,0.01111729
"gene_033","ASV091","T02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",46,0.00870553
"gene_033","ASV091","T03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",47,0.0088696
"gene_033","ASV091","T04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",64,0.01244652
"gene_033","ASV091","T05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",49,0.00900901
"gene_033","ASV091","T06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",83,0.01524334
"gene_033","ASV091","M01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",89,0.01379203
"gene_033","ASV091","M02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",86,0.01276722
"gene_033","ASV091","M03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",69,0.01038531
"gene_033","ASV091","M04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",78,0.01177181
"gene_033","ASV091","M05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",98,0.01483949
"gene_033","ASV091","M06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",64,0.00995954
"gene_033","ASV091","S01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",130,0.01754386
"gene_033","ASV091","S02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",119,0.01566614
"gene_033","ASV091","S03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",117,0.01562083
"gene_033","ASV091","S04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",124,0.01607884
"gene_033","ASV091","S05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",128,0.01693122
"gene_033","ASV091","S06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",112,0.01508621
"gene_034","ASV001","C01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",101,0.0184105
"gene_034","ASV001","C02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",87,0.01609919
"gene_034","ASV001","C03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",97,0.01792645
"gene_034","ASV001","C04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",104,0.01915991
"gene_034","ASV001","C05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",91,0.01703801
"gene_034","ASV001","C06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",95,0.01850409
"gene_034","ASV001","T01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",136,0.02519918
"gene_034","ASV001","T02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",135,0.02554883
"gene_034","ASV001","T03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",132,0.02491036
"gene_034","ASV001","T04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",138,0.02683781
"gene_034","ASV001","T05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",162,0.02978489
"gene_034","ASV001","T06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",200,0.03673095
"gene_034","ASV001","M01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",159,0.0246397
"gene_034","ASV001","M02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",250,0.03711401
"gene_034","ASV001","M03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",160,0.02408188
"gene_034","ASV001","M04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",177,0.02671295
"gene_034","ASV001","M05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",191,0.02892187
"gene_034","ASV001","M06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",165,0.02567694
"gene_034","ASV001","S01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",245,0.03306343
"gene_034","ASV001","S02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",338,0.0444971
"gene_034","ASV001","S03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",331,0.04419226
"gene_034","ASV001","S04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",298,0.03864108
"gene_034","ASV001","S05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",206,0.02724868
"gene_034","ASV001","S06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",241,0.03246228
"gene_035","ASV005","C01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",127,0.02314984
"gene_035","ASV005","C02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",117,0.02165063
"gene_035","ASV005","C03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",138,0.0255036
"gene_035","ASV005","C04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",130,0.02394989
"gene_035","ASV005","C05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",130,0.02434001
"gene_035","ASV005","C06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",84,0.01636151
"gene_035","ASV005","T01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",77,0.01426719
"gene_035","ASV005","T02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",75,0.01419379
"gene_035","ASV005","T03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",79,0.01490847
"gene_035","ASV005","T04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",64,0.01244652
"gene_035","ASV005","T05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",76,0.01397316
"gene_035","ASV005","T06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",78,0.01432507
"gene_035","ASV005","M01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",52,0.00805827
"gene_035","ASV005","M02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",77,0.01143112
"gene_035","ASV005","M03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",66,0.00993377
"gene_035","ASV005","M04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",57,0.00860248
"gene_035","ASV005","M05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",61,0.00923683
"gene_035","ASV005","M06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",72,0.01120448
"gene_035","ASV005","S01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",63,0.00850202
"gene_035","ASV005","S02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",63,0.00829384
"gene_035","ASV005","S03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",65,0.00867824
"gene_035","ASV005","S04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",86,0.01115145
